Dotazník,Věk,Pohlaví,Kraj,Region,Velikost místa bydliště,Vzdělání,Praktikujete orální sex?,Druh sexu a oční kontakt
878,29,Žena,Praha,Praha,Více než 100 000 obyvatel,ZŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
879,32,Žena,Jihočeský,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
880,43,Muž,Liberecký,Čechy,20 001 až 100 000 obyvatel,ZŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
881,35,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
882,43,Muž,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
883,46,Muž,Liberecký,Čechy,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
884,51,Žena,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
885,52,Žena,Středočeský,Čechy,5 001 až 20 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
886,43,Žena,Ústecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
887,54,Muž,Jihomoravský,Morava,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
888,26,Žena,Jihomoravský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,orální sex – oční kontakt není důležitý
889,61,Muž,Plzeňský,Čechy,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,anální styk – oční kontakt je důležitý
890,56,Žena,Zlínský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
891,53,Muž,Pardubický,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
892,52,Muž,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,VŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
893,19,Žena,Plzeňský,Čechy,Do 1000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,jinou
894,40,Žena,Olomoucký,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
895,53,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
896,38,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
897,56,Žena,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
898,33,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,nevím nebo si nevzpomínám,orální sex – oční kontakt je důležitý
899,55,Muž,Středočeský,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,orální sex – oční kontakt je důležitý
900,51,Muž,Ústecký,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
901,19,Muž,Královehradecký,Čechy,5 001 až 20 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,anální styk – oční kontakt je důležitý
902,64,Žena,Liberecký,Čechy,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
903,51,Muž,Pardubický,Čechy,20 001 až 100 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
904,39,Muž,Jihomoravský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
905,25,Muž,Středočeský,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
906,37,Žena,Plzeňský,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
907,57,Muž,Praha,Praha,Více než 100 000 obyvatel,VŠ,ne – neměl/a jsem vaginální/anální styk,jinou
908,61,Muž,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
909,27,Muž,Plzeňský,Čechy,1 001 až 5 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
910,24,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
911,46,Muž,Středočeský,Čechy,20 001 až 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
912,23,Muž,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
913,60,Muž,Plzeňský,Čechy,5 001 až 20 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
914,39,Muž,Ústecký,Čechy,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
915,18,Muž,Středočeský,Čechy,1 001 až 5 000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,orální sex – oční kontakt je důležitý
916,57,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
917,58,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
918,47,Žena,Praha,Praha,Více než 100 000 obyvatel,ZŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
919,55,Žena,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,VŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
920,49,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
921,22,Muž,Moravskoslezský,Morava,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
922,57,Muž,Jihomoravský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
923,57,Muž,Ústecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
924,34,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
925,65,Muž,Olomoucký,Morava,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
926,58,Muž,Liberecký,Čechy,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
927,18,Žena,Pardubický,Čechy,Do 1000 obyvatel,ZŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
928,46,Žena,Olomoucký,Morava,1 001 až 5 000 obyvatel,VŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
929,49,Muž,Moravskoslezský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
930,55,Žena,Jihočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
931,50,Žena,Liberecký,Čechy,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
932,28,Muž,Jihočeský,Čechy,Do 1000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
933,58,Muž,Pardubický,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
934,40,Muž,Karlovarský,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
935,62,Žena,Jihomoravský,Morava,Více než 100 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
936,26,Muž,Moravskoslezský,Morava,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
937,22,Muž,Jihočeský,Čechy,5 001 až 20 000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,jinou
938,45,Žena,Plzeňský,Čechy,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
939,39,Žena,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
940,27,Muž,Moravskoslezský,Morava,5 001 až 20 000 obyvatel,VŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt není důležitý
941,35,Žena,Zlínský,Morava,Do 1000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
942,31,Muž,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
943,30,Žena,Jihomoravský,Morava,1 001 až 5 000 obyvatel,VŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
944,24,Žena,Olomoucký,Morava,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
945,41,Muž,Jihomoravský,Morava,5 001 až 20 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
946,48,Muž,Zlínský,Morava,Do 1000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
947,38,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
948,39,Žena,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
949,42,Žena,Karlovarský,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
950,31,Žena,Královehradecký,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
951,36,Žena,Plzeňský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
952,46,Muž,Jihomoravský,Morava,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,anální styk – oční kontakt není důležitý
953,63,Muž,Středočeský,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
954,39,Muž,Středočeský,Čechy,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
955,48,Žena,Jihomoravský,Morava,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
956,23,Muž,Královehradecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
957,63,Žena,Karlovarský,Čechy,5 001 až 20 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
958,34,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
959,29,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
960,45,Žena,Středočeský,Čechy,Do 1000 obyvatel,ZŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
961,35,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,VŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
962,38,Muž,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
963,39,Žena,Ústecký,Čechy,5 001 až 20 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
964,41,Žena,Vysočina,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
965,24,Muž,Olomoucký,Morava,1 001 až 5 000 obyvatel,ZŠ,nevím nebo si nevzpomínám,jinou
966,58,Žena,Jihočeský,Čechy,Do 1000 obyvatel,VŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
967,26,Žena,Zlínský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
968,28,Žena,Zlínský,Morava,5 001 až 20 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
969,37,Žena,Pardubický,Čechy,1 001 až 5 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
970,23,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
971,25,Muž,Ústecký,Čechy,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
972,44,Muž,Jihočeský,Čechy,20 001 až 100 000 obyvatel,VŠ,nevím nebo si nevzpomínám,anální styk – oční kontakt není důležitý
973,60,Žena,Jihomoravský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
974,20,Žena,Karlovarský,Čechy,1 001 až 5 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
975,32,Muž,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
976,52,Muž,Pardubický,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
977,38,Muž,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
978,46,Muž,Zlínský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
979,45,Muž,Zlínský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
980,33,Žena,Jihočeský,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
981,61,Muž,Královehradecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
982,27,Žena,Jihočeský,Čechy,Do 1000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
983,54,Muž,Jihomoravský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
984,20,Muž,Jihočeský,Čechy,1 001 až 5 000 obyvatel,ZŠ,ano – spíše z iniciativy partnera,orální sex – oční kontakt není důležitý
985,43,Žena,Pardubický,Čechy,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
986,38,Žena,Jihomoravský,Morava,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
987,52,Muž,Královehradecký,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
988,32,Žena,Ústecký,Čechy,5 001 až 20 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
989,63,Muž,Ústecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
990,25,Muž,Ústecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
991,50,Muž,Středočeský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
992,51,Žena,Olomoucký,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
993,60,Žena,Jihomoravský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
994,46,Žena,Jihomoravský,Morava,Více než 100 000 obyvatel,VŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
995,20,Muž,Jihočeský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
996,63,Žena,Plzeňský,Čechy,1 001 až 5 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
997,57,Muž,Plzeňský,Čechy,1 001 až 5 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
998,42,Muž,Jihomoravský,Morava,Více než 100 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
999,19,Žena,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1000,58,Muž,Středočeský,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1001,32,Žena,Středočeský,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
1002,30,Žena,Středočeský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1003,33,Žena,Praha,Praha,Více než 100 000 obyvatel,ZŠ,ano – spíše z iniciativy partnera,orální sex – oční kontakt je důležitý
1004,26,Žena,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,ZŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
1005,26,Muž,Moravskoslezský,Morava,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1006,64,Muž,Liberecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1007,37,Muž,Olomoucký,Morava,Více než 100 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1008,59,Žena,Olomoucký,Morava,1 001 až 5 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1009,21,Muž,Královehradecký,Čechy,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1010,61,Žena,Olomoucký,Morava,Více než 100 000 obyvatel,SŠ,nevím nebo si nevzpomínám,orální sex – oční kontakt není důležitý
1011,45,Muž,Karlovarský,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1012,29,Žena,Plzeňský,Čechy,Více než 100 000 obyvatel,Vyučen/a,nevím nebo si nevzpomínám,jinou
1013,49,Žena,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1014,32,Žena,Jihomoravský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
1015,41,Žena,Olomoucký,Morava,5 001 až 20 000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
1016,62,Žena,Olomoucký,Morava,5 001 až 20 000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
1017,48,Muž,Vysočina,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1018,20,Muž,Liberecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1019,62,Žena,Ústecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1020,36,Žena,Praha,Praha,Více než 100 000 obyvatel,VŠ,nevím nebo si nevzpomínám,vaginální styk – oční kontakt není důležitý
1021,25,Muž,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
1022,47,Žena,Královehradecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1023,63,Muž,Pardubický,Čechy,Do 1000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
1024,53,Žena,Jihočeský,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1025,27,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
1026,30,Muž,Jihomoravský,Morava,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
1027,49,Muž,Středočeský,Čechy,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
1028,53,Žena,Pardubický,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1029,34,Žena,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1030,47,Žena,Ústecký,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1031,42,Muž,Liberecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1032,49,Muž,Ústecký,Čechy,20 001 až 100 000 obyvatel,VŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt je důležitý
1033,24,Žena,Plzeňský,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,jinou
1034,27,Žena,Středočeský,Čechy,5 001 až 20 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
1035,34,Muž,Královehradecký,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
1036,33,Žena,Karlovarský,Čechy,20 001 až 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1037,64,Žena,Ústecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1038,43,Žena,Praha,Praha,Více než 100 000 obyvatel,Vyučen/a,ne – přestože jsem měl/a vaginální/anální styk,jinou
1039,49,Žena,Královehradecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,anální styk – oční kontakt je důležitý
1040,56,Muž,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
1041,54,Muž,Olomoucký,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1042,44,Muž,Zlínský,Morava,1 001 až 5 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,anální styk – oční kontakt není důležitý
1043,38,Muž,Ústecký,Čechy,20 001 až 100 000 obyvatel,ZŠ,ano – spíše z iniciativy partnera,orální sex – oční kontakt není důležitý
1044,40,Žena,Královehradecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,anální styk – oční kontakt není důležitý
1045,46,Žena,Jihomoravský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
1046,25,Žena,Pardubický,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1047,38,Muž,Moravskoslezský,Morava,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1048,43,Muž,Středočeský,Čechy,5 001 až 20 000 obyvatel,ZŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1049,21,Žena,Jihočeský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1050,57,Muž,Ústecký,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1051,26,Žena,Středočeský,Čechy,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1052,45,Muž,Středočeský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
